original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
62,Dmajor,60,62,62,65,66,67,Cmajor,67,Gmajor
62,Gmajor,60,59,62,62,62,67,Cmajor,64,Cmajor
60,Cmajor,60,60,60,60,60,67,Cmajor,60,Cmajor
60,Fmajor,60,60,60,53,53,60,Fmajor,60,Fmajor
59,Eminor,60,59,59,59,59,60,Cmajor,60,Cmajor
60,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,62,Gmajor,60,Fmajor
60,Cother,59,60,60,59,60,62,Gmajor,60,Fmajor
59,Gmajor,59,59,59,59,59,62,Gmajor,55,Cmajor
55,Cmajor,55,60,55,55,55,55,Cmajor,57,Fmajor
-55,Cmajor,55,60,55,55,55,60,Cmajor,55,Cmajor
62,Gmajor,60,59,62,62,62,60,Cmajor,55,Gmajor
-62,Gmajor,60,59,62,62,62,55,Cmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,57,Fmajor
-60,Cmajor,60,60,60,60,60,59,Gmajor,60,Cmajor
60,Cother,60,60,62,59,60,59,Cmajor,60,Cmajor
59,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Aminor,60,Cmajor
-60,Cmajor,60,60,60,60,60,62,Dmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,62,Gmajor,60,Fmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,67,Gmajor
59,Gmajor,59,59,59,62,62,62,Gmajor,67,Aminor
60,Cmajor,60,60,60,60,60,62,Gmajor,67,Aminor
60,Cmajor,60,60,60,60,60,67,Cmajor,67,Gmajor
59,Gmajor,59,59,59,59,59,67,Cmajor,64,Cmajor
60,Cmajor,60,60,60,60,60,67,Cmajor,60,Cmajor
62,Dminor,60,57,62,62,62,60,Fmajor,60,Fmajor
60,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
57,Dminor,59,57,57,60,60,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,62,Gmajor,60,Fmajor
60,Cmajor,55,60,55,60,60,62,Gmajor,60,Fmajor
-60,Cmajor,55,60,55,60,60,62,Gmajor,55,Cmajor
64,Aminor,64,60,64,64,64,55,Cmajor,57,Fmajor
64,Eminor,62,59,67,64,64,60,Cmajor,55,Cmajor
60,Fmajor,60,60,60,60,60,60,Fmajor,55,Gmajor
60,Fother,60,60,65,60,60,60,Fmajor,55,Cmajor
60,Dminor,60,57,62,57,57,1000,Fmajor,1000,Dminor
55,Eminor,60,59,59,60,62,60,Fmajor,67,Ediminished
60,Dmajor,59,62,57,60,60,60,Fmajor,60,Fmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55
