original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-67,Cmajor,64,60,67,67,67,64,Gmajor,67,Cmajor
67,Cmajor,64,60,67,67,67,64,Cmajor,67,Gmajor
67,Cmajor,67,60,67,67,67,64,Cmajor,67,Gmajor
67,Cmajor,67,60,67,67,67,64,Cmajor,64,Cmajor
64,Cmajor,64,60,67,64,64,60,Fmajor,67,Gmajor
65,Dminor,67,57,65,65,65,72,Cmajor,67,Gmajor
67,Ediminished,67,58,67,67,67,67,Cmajor,64,Aminor
65,Fmajor,69,60,69,69,69,60,Fmajor,65,Gmajor
67,Gmajor,69,59,67,67,67,60,Fmajor,64,Cmajor
67,Cmajor,67,60,67,67,67,67,Cmajor,60,Cmajor
69,Amajor,67,64,69,69,69,67,Cmajor,60,Cmajor
65,Dminor,67,57,65,65,65,64,Gmajor,64,Cmajor
67,Ediminished,67,58,67,67,67,64,Gmajor,67,Cmajor
64,Amajor,64,64,64,64,64,67,Cmajor,67,Cmajor
64,Amajor,64,64,64,64,64,64,Cmajor,67,Gmajor
65,Dminor,67,57,65,65,65,64,Cmajor,67,Gmajor
-65,Dminor,67,57,65,65,65,60,Fmajor,64,Cmajor
-65,Dminor,67,57,65,65,65,67,Cmajor,67,Cmajor
67,Cmajor,67,60,67,67,67,60,Fmajor,65,Fmajor
67,Cmajor,67,60,67,67,67,64,Gmajor,67,Cmajor
64,Cmajor,64,60,67,64,64,64,Gmajor,67,Cmajor
65,Dminor,67,57,65,65,65,67,Cmajor,67,Cmajor
67,Ediminished,67,58,67,67,67,67,Cmajor,67,Cmajor
65,Fmajor,69,60,69,69,69,64,Cmajor,64,Cmajor
67,Gmajor,69,59,67,67,67,64,Cmajor,67,Gmajor
67,Cmajor,67,60,67,67,67,64,Cmajor,67,Gmajor
69,Amajor,67,64,69,69,69,64,Cmajor,64,Cmajor
65,Dminor,67,57,65,65,65,60,Fmajor,63,F#diminished
67,Ediminished,67,58,67,67,67,64,Gmajor,64,Gmajor
64,Amajor,64,64,64,64,64,67,Cmajor,67,Cmajor
64,Amajor,64,64,64,64,64,67,Cmajor,67,Cmajor
65,Dminor,67,57,65,65,65,60,Fmajor,65,Fmajor
-65,Dminor,67,57,65,65,65,64,Gmajor,67,Cmajor
-65,Dminor,67,57,65,65,65,64,Cmajor,67,Gmajor
64,Emajor,67,59,71,64,64,64,Cmajor,67,Gmajor
64,Aminor,67,60,69,69,69,60,Fmajor,64,Cmajor
64,Aminor,64,60,64,64,64,72,Cmajor,67,Gmajor
62,Dminor,67,57,65,69,69,69,Fmajor,67,Gmajor
61,C#diminished,67,61,61,61,61,60,Fmajor,64,Aminor
62,Dminor,69,57,69,62,62,64,Cmajor,65,Gmajor
64,Dminor,69,57,69,64,64,67,Cmajor,64,Cmajor
65,G#diminished,67,62,65,65,65,69,Fmajor,67,Cmajor
65,Dminor,67,57,65,65,65,60,Fmajor,67,Cmajor
64,Emajor,67,59,64,64,64,60,Fmajor,1000,Dminor
64,Aminor,64,60,64,64,64,60,Fmajor,67,Ediminished
62,Dmajor,64,62,62,62,62,60,Fmajor,60,Fmajor
62,Gmajor,62,59,62,62,62,67,Cmajor,62,Gmajor
64,Cmajor,64,60,67,64,64
