original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
59,Gmajor,60,59,62,59,59,67,Cmajor,64,Cmajor
60,Cmajor,60,60,60,60,60,67,Cmajor,60,Cmajor
60,Fmajor,60,60,60,60,60,60,Fmajor,60,Fmajor
59,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor
60,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,62,Gmajor,60,Fmajor
60,Cother,59,60,60,59,60,62,Gmajor,60,Fmajor
59,Gmajor,59,59,59,59,59,62,Gmajor,55,Cmajor
60,Cmajor,55,60,55,60,60,55,Cmajor,57,Fmajor
-60,Cmajor,55,60,55,60,60,60,Cmajor,55,Cmajor
62,Gmajor,60,59,62,62,62,60,Cmajor,55,Gmajor
-62,Gmajor,60,59,62,62,62,55,Cmajor,55,Cmajor
64,Cmajor,60,60,60,60,60,60,Fmajor,57,Fmajor
-64,Cmajor,60,60,60,60,60,59,Gmajor,60,Cmajor
62,Cother,60,60,62,59,60,59,Cmajor,60,Cmajor
-62,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Aminor,60,Cmajor
-60,Cmajor,60,60,60,60,60,62,Dmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,62,Gmajor,60,Fmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,67,Gmajor
55,Gmajor,59,59,59,62,62,62,Gmajor,67,Aminor
55,Cmajor,60,60,60,55,55,62,Gmajor,67,Aminor
55,Cmajor,60,60,60,60,60,67,Cmajor,67,Gmajor
59,Gmajor,59,59,59,59,59,67,Cmajor,64,Cmajor
59,Eminor,59,59,59,59,59,67,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,60,Fmajor
60,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Dminor,59,57,57,60,60,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,62,Gmajor,60,Fmajor
60,Cmajor,55,60,55,55,55,62,Gmajor,60,Fmajor
-60,Aminor,55,60,57,55,55,62,Gmajor,55,Cmajor
64,Aminor,64,60,64,64,64,55,Cmajor,57,Fmajor
62,Bdiminished,62,59,65,62,62,60,Cmajor,55,Cmajor
60,Fmajor,60,60,60,60,60,60,Fmajor,55,Gmajor
59,Gmajor,60,59,62,59,59,60,Fmajor,55,Cmajor
57,Fmajor,60,60,60,57,57,1000,Fmajor,1000,Dminor
55,Cmajor,60,60,60,55,55,60,Fmajor,67,Ediminished
57,Dminor,59,57,57,57,57,60,Fmajor,60,Fmajor
55,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55
