original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
62,55,55,47,Gmajor,59,59,59,62,62,62,Gmajor,67,Aminor
64,55,52,48,Cmajor,60,60,60,55,55,62,Gmajor,67,Aminor
64,55,55,52,Cmajor,60,60,60,60,60,67,Cmajor,67,Gmajor
62,59,55,55,Gmajor,59,59,59,59,59,67,Cmajor,64,Cmajor
62,59,55,52,Eminor,59,59,59,59,59,67,Cmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Fmajor,60,Fmajor
64,60,57,45,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
62,60,57,41,Dminor,59,57,57,60,60,60,Cmajor,60,Cmajor
-62,59,55,43,Gmajor,59,59,59,59,59,62,Gmajor,60,Fmajor
60,60,52,36,Cmajor,55,60,55,55,55,62,Gmajor,60,Fmajor
-60,-60,-52,-36,Aminor,55,60,57,55,55,62,Gmajor,55,Cmajor
72,64,57,33,Aminor,64,60,64,64,64,55,Cmajor,57,Fmajor
71,62,53,38,Bdiminished,62,59,65,62,62,60,Cmajor,55,Cmajor
69,60,53,41,Fmajor,60,60,60,60,60,60,Fmajor,55,Gmajor
67,59,50,43,Gmajor,60,59,62,59,59,60,Fmajor,55,Cmajor
65,57,48,45,Fmajor,60,60,60,57,57,1000,Fmajor,1000,Dminor
64,55,52,48,Cmajor,60,60,60,55,55,60,Fmajor,67,Ediminished
62,57,53,41,Dminor,59,57,57,57,57,60,Fmajor,60,Fmajor
-62,55,50,43,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55
