original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,55,Cmajor
-62,-59,-55,-43,Gmajor,59,59,59,59,59,60,Fmajor,55,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Fmajor,57,Fmajor
67,62,55,48,Cother,60,60,62,64,62,57,Fmajor,55,Cmajor
-67,-62,-55,47,Gmajor,60,59,62,62,62,60,Fmajor,52,Aminor
65,60,57,45,Fmajor,60,60,60,60,60,1000,Fmajor,1000,Dminor
64,60,57,45,Aminor,60,60,60,60,60,60,Fmajor,67,Ediminished
62,-60,-57,41,Dminor,59,57,57,60,60,60,Fmajor,60,Fmajor
-62,59,55,43,Gmajor,59,59,59,59,59,59,Fmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55
