original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
74,69,62,54,Dmajor,67,62,69,69,69,60,Fmajor,62,Gmajor
-74,-69,-62,-54,Dmajor,67,62,69,69,69,64,Gmajor,64,Gmajor
72,66,62,50,Dmajor,64,62,62,66,66,67,Cmajor,64,Aminor
-72,-66,-62,-50,Dmajor,64,62,62,66,66,60,Fmajor,64,Aminor
71,67,62,55,Gmajor,62,59,62,67,67,62,Gmajor,65,Dminor
-71,-67,-62,-55,Gmajor,62,59,62,67,67,67,Cmajor,62,Gmajor
-71,-67,-62,-55,Gmajor,62,59,62,67,67,60,Fmajor,74,Cmajor
-71,-67,-62,-55,Gmajor,62,59,62,67,67,64,Gmajor,64,Gmajor
76,67,-62,-55,Eminor,67,59,67,70,67,67,Cmajor,60,Cmajor
-76,-67,64,60,Cmajor,67,60,67,67,67,60,Fmajor,60,Fmajor
72,64,-64,-60,Cmajor,64,60,67,67,67,62,Gmajor,60,Fmajor
-72,-64,60,57,Aminor,64,60,64,64,64,60,Cmajor,48,Cmajor
69,60,60,57,Aminor,60,60,64,64,64,60,Fmajor,72,Fmajor
-69,-60,57,53,Fmajor,60,60,60,60,60,1000,Cmajor,1000,Cmajor
71,62,53,50,Bdiminished,62,59,65,62,62,60,Fmajor,60,Fmajor
-71,65,55,55,Gmajor,62,59,62,62,62,67,Cmajor,67,Gmajor
72,64,55,48,Cmajor,64,60,67,64,64
