original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
64,60,55,48,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
-64,-60,57,-48,Aminor,60,60,60,60,60,60,Cmajor,55,Cmajor
67,59,55,52,Eminor,60,59,59,60,59,60,Cmajor,55,Cmajor
67,64,57,48,Aminor,60,60,60,64,64,60,Cmajor,55,Cmajor
-67,62,57,50,Gother,60,67,62,62,62,60,Cmajor,55,Cmajor
66,-62,60,-50,Dmajor,57,62,57,62,62,60,Cmajor,55,Cmajor
67,62,59,43,Gmajor,60,59,62,62,62,60,Cmajor,57,Fmajor
-67,-62,-59,-43,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,59,Gmajor,55,Cmajor
65,57,53,50,Dminor,60,57,62,57,57,59,Gmajor,55,Cmajor
-65,60,55,52,Cmajor,60,60,60,60,60,55,Cmajor,55,Cmajor
64,-60,55,-52,Cmajor,60,60,60,60,60,55,Cmajor,55,Cmajor
62,60,55,55,Cother,59,60,60,59,60,60,Fmajor,57,Fmajor
-62,59,55,52,Eminor,59,59,59,59,59,59,Gmajor,60,Cmajor
-62,60,52,57,Aminor,59,60,60,60,60,59,Cmajor,60,Cmajor
62,60,57,53,Dminor,59,57,57,60,60,59,Cmajor,60,Cmajor
-62,59,55,55,Gmajor,59,59,59,59,59,59,Gmajor,60,Cmajor
-62,59,-55,43,Gmajor,59,59,59,59,59,59,Gmajor,60,Cmajor
60,55,52,48,Cmajor,55,60,55,55,55,59,Cmajor,60,Cmajor
-60,-55,-52,-48,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
-60,-55,-52,-48,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
62,59,55,55,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
64,-59,55,52,Eminor,60,59,59,60,62,60,Cmajor,60,Cmajor
65,62,57,50,Dminor,60,57,62,62,62,60,Cmajor,62,Gmajor
-65,57,53,-50,Dminor,60,57,62,57,57,62,Gmajor,62,Gmajor
65,62,-53,46,B-major,60,62,62,62,62,62,Cother,60,Cmajor
64,62,58,43,Ediminished,60,58,62,62,62,62,Gmajor,55,Gmajor
-64,61,57,45,Amajor,60,64,61,60,61,60,Cmajor,55,Cmajor
64,61,-57,45,Amajor,60,64,61,60,61,60,Cmajor,57,Fmajor
62,57,53,50,Dminor,59,57,57,57,57,60,Cmajor,55,Cmajor
-62,-57,-53,-50,Dminor,59,57,57,57,57,59,Cmajor,55,Cmajor
-62,-57,-53,-50,Dminor,59,57,57,57,57,55,Gmajor,55,Gmajor
64,61,57,45,Amajor,60,64,61,60,61,55,Gmajor,55,Gmajor
64,57,52,49,Amajor,60,64,61,57,57,55,Cmajor,55,Cmajor
64,61,55,45,Amajor,60,64,61,60,61,55,Cmajor,55,Cmajor
65,62,53,50,Dminor,60,57,62,57,57,60,Fmajor,57,Fmajor
-65,57,50,-50,Dminor,60,57,62,57,57,59,Gmajor,60,Cmajor
69,57,62,53,Dminor,60,57,65,65,65,59,Cmajor,60,Cmajor
69,65,59,50,Bdiminished,60,59,62,65,65,59,Cmajor,60,Cmajor
-69,62,-59,47,Bminor,60,62,62,63,62,59,Gmajor,60,Cmajor
68,62,59,52,Emajor,64,59,64,64,64,59,Gmajor,60,Cmajor
69,60,57,45,Aminor,60,60,64,60,60,59,Cmajor,60,Cmajor
-69,-60,-57,-45,Aminor,60,60,64,60,60,60,Cmajor,60,Cmajor
71,64,56,52,Emajor,62,59,68,64,64,60,Cmajor,60,Cmajor
72,64,57,57,Aminor,64,60,64,64,64,60,Cmajor,60,Cmajor
64,60,-57,-57,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
-64,-60,57,53,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
65,59,53,50,Bdiminished,60,59,59,57,59,60,Cmajor,62,Gmajor
-65,62,50,47,Bdiminished,60,59,59,55,62,62,Gmajor,62,Gmajor
64,60,-55,48,Cmajor,60,60,60,60,60,62,Cother,60,Cmajor
62,60,55,55,Cother,59,60,60,59,60,62,Gmajor,55,Gmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,55,Cmajor
67,60,55,52,Cmajor,60,60,60,60,60,60,Cmajor,57,Fmajor
69,60,53,53,Fmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
-69,65,57,-53,Fmajor,60,60,60,60,60,60,Fmajor,55,Cmajor
65,64,60,57,Fmajor,60,60,60,60,60,1000,1000,57,Fmajor
64,60,55,48,Cmajor,60,60,60,60,60,1000,1000,52,Cmajor
62,60,55,43,Cother,59,60,60,59,60,1000,1000,60,Fmajor
-62,59,53,-43,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
60,55,52,48,Cmajor,55,60,55,55,55
